"id","name_tc","description_tc","slug","series_last_rows","series_names"
"170","台灣-信義房價指數(年增率)","信義房價指數樣本為純住中古屋物件，並排除預售物件；國泰房價指數則針對預售及新屋物件。兩者主要差別即為分別代表台灣中古屋及預售屋市場價格。

註：信義房價指數以各地區 2001 Q1 為基期","tw-house-price-shinyi","[[[""2024-07-01"",12.468295287678552],[""2024-10-01"",10.440563086548496]],[[""2024-07-01"",10.460021905805043],[""2024-10-01"",9.017403357461866]],[[""2024-07-01"",12.346282839575172],[""2024-10-01"",9.971490632636437]],[[""2024-07-01"",18.67835468644639],[""2024-10-01"",10.166765932102438]],[[""2024-07-01"",17.720163842859797],[""2024-10-01"",13.374951896352663]],[[""2024-07-01"",12.828219815119363],[""2024-10-01"",12.681912681912678]],[[""2024-07-01"",9.88587043883621],[""2024-10-01"",19.10020226316077]],[[""2024-07-01"",13.558898807665894],[""2024-10-01"",14.541441883276116]]]","[""台灣"", ""台北市"", ""新北市"", ""桃園市"", ""新竹縣市"", ""台中市"", ""台南市"", ""高雄市""]"
"171","美國-非農就業(年變動)vs.GDP","美國公佈的非農指標若以年變動來看，通常領先 GDP 約一至兩季的時間，可藉此判斷美國景氣榮枯。

過去 30 年，當美國非農年增低於 200 萬人，且逐步向下時，景氣出現明顯趨緩或衰退的可能性將提升。","us-nonfarm-gdp","[[[""2025-01-01"",""2018.0000""],[""2025-02-01"",""1947.0000""]],[[""2024-07-01"",""2.7000""],[""2024-10-01"",""2.5000""]]]","[""美國-非農就業人數(SA,年增,L)"", ""美國-實質GDP(SA,年增率,R)""]"
"172","美國-非農就業-商品生產","美國非農就業數據中，礦業、營建業及製造業為商品生產行業，佔美國總就業人口約 14%，三者分別可對應美國能源業、房市及出口（海外需求）狀況。","us-nonfarm-goods","[[[""2025-01-01"",""620.0000""],[""2025-02-01"",""625.0000""]],[[""2025-01-01"",""12755.0000""],[""2025-02-01"",""12765.0000""]],[[""2025-01-01"",""8291.0000""],[""2025-02-01"",""8310.0000""]]]","[""礦業"", ""製造業"", ""營建業""]"
"173","美國-非農就業-服務業","美國非農就業數據中，零售銷售業、休閒娛樂業、專業技術業、教育醫療業及政府就業為服務業項目。

服務業是美國就業市場的中堅力量，佔美國總就業人口高達 71% 。除了零售銷售受到網購、電商影響，其餘服務業在景氣循環中，皆有長期向上成長的趨勢。當服務業就業出現衰退時，通常也代表著景氣循環步入衰退。","us-nonfarm-services-1","[[[""2025-01-01"",""15567.0000""],[""2025-02-01"",""15560.7000""]],[[""2025-01-01"",""16965.0000""],[""2025-02-01"",""16949.0000""]],[[""2025-01-01"",""22575.0000""],[""2025-02-01"",""22573.0000""]],[[""2025-01-01"",""26997.0000""],[""2025-02-01"",""27070.0000""]],[[""2025-01-01"",""23604.0000""],[""2025-02-01"",""23615.0000""]]]","[""零售銷售業"", ""休閒娛樂業"", ""專業技術業"", ""教育醫療業"", ""政府就業""]"
"174","台灣-10年期公債殖利率","台灣公債殖利率受到央行利率調整和經濟周期而波動，通常利率上揚有利於台幣匯率，但不利於股市和房市，反之利率下滑則不利於台幣，但有利於股市和房市。


","tw-10years-bonds-rate","[[[""2025-04-21"",""1.5925""],[""2025-04-22"",""1.5955""]],[[""2025-04-22"",""32.4980""],[""2025-04-23"",""32.4730""]]]","[""台灣-10年期公債殖利率(L)"", ""美元/台幣(R)""]"
"175","美國-原油鑽油井數量","Baker Hughes 每週調查運作中的鑽井台，並於當週最後一個工作日公佈。鑽油井數量可反映廠商對油價的預期，當廠商預期油價會上升，也會提高鑽油井台數量。

註：每週更新上週數字","us-crude-oil-rigs-count","[[[""2025-04-04"",""489.0000""],[""2025-04-11"",""480.0000""]],[[""2025-04-04"",5],[""2025-04-11"",-9]]]","[""美國-原油鑽油井數量(L)"", ""美國-原油鑽油井數量(週變動, R)""]"
"177","全球-大型交易人原油期貨淨留倉","1. 商業交易者（Commercial，避險者）：通常為從事採購、生產或銷售原油的廠商，此類交易人常能擁有實際生產或需求的相關資訊，進而在期貨市場中進行避險。

2. 非商業交易者（Large Speculators，投機者）：不參與實際原油生產銷售等業務，僅僅只為了期貨投機而進行交易。

註 ：美國時間每週五更新上週數據。","cot-oil","[[[""2025-03-11"",""-178744.0000""],[""2025-03-18"",""-182228.0000""]],[[""2025-03-11"",""164126.0000""],[""2025-03-18"",""166823.0000""]]]","[""避險者持倉淨部位"", ""投機者持倉淨部""]"
"178","美國-原油庫存","美國 EIA 原油庫存反映供需平衡的狀況，與原油價格呈現負相關。

根據過去 20 年庫存走勢，庫存總量在 2 ~ 5 月的晚冬及春季期間通常會持續走高，6 ~ 8 月的夏季及初秋之際下滑，9 ~ 11 月的秋季期間則會上升，12 月冬季來臨時再跌落；整體而言，庫存的季節性高點通常發生在 4 ~ 5 月左右。

註：6 ~ 8 月主要為交通運輸的汽油消耗，12 ~ 1 月則為取暖用燃油消耗。","us-oil-inventory","[[[""2025-04-04"",""442345.0000""],[""2025-04-11"",""442860.0000""]],[[""2025-04-18"",""2553.0000""],[""2025-04-25"",""515.0000""]]]","[""美國-原油庫存(不含戰略儲備,L)"", ""美國-原油庫存(週變動,R)""]"
"179","原油籌碼COT指數","在 COT 整合式報告中，將市場交易者劃分成投機者及避險者。避險者多與市場反向操作以避險，而投機者不參與實物銷售，交易僅用於賺取實質價差報酬，與市場同向。

因此，我們以投機者減去避險者計算出 COT 籌碼指數，代表市場大戶的多空看法。

原油籌碼 COT 指數 = 原油期貨大額交易者投機者淨部位 - 避險者淨部位

原油籌碼 COT 指數以期貨投機者部位減去期貨避險者部位；指標向上代表大型交易人對原油市場看多，向下則表示看空。

註 ：美國時間每週五更新上週數據。","mm-cot-index","[[[""2025-04-01"",""344395.0000""],[""2025-04-08"",""288154.0000""]],[[""2025-04-13"",""61.3100""],[""2025-04-14"",""62.0900""]]]","[""原油籌碼COT指數(L)"", ""NYMEX-WTI西德州原油期貨(R)""]"
"181","美國-原油供需","EIA 每週公佈美國每日原油產量、每日原油產品消費量，可從兩者看出美國的原油需求和供給情形。

雖然原油需求波動較大，但整體而言，晚春及夏季之時、晚秋及冬季之時原油需求會逐步增加。","us-oil-demand-supply","[[[""2025-04-04"",""19481.0000""],[""2025-04-11"",""19123.0000""]],[[""2025-04-04"",""13458.0000""],[""2025-04-11"",""13462.0000""]]]","[""美國-每日原油產品消費量(L)"", ""美國-每日原油生產量(R)""]"
"182","MM原油基本面指數","MM 原油基本面指數為 MacroMicro 統整原油供需的整合型指數；指數向上顯示基本面漸佳，向下顯示基本面趨於疲弱。

本指數能即時反應原油的基本面狀況，組成成分的相關圖表皆統整在此商品的操盤人必看圖組中，如原油庫存（年增率）、原油 COT 指數以及終端產品庫存等，權重將因應市況不同而自動調整，供用戶即時追蹤。

基本面指數在每月最後一個週五更新當月數值，後續可能會因為成分變數的數據修正而有所變動。","mm-oil-expectation-index","[[[""2025-03-01"",""-4.7784""],[""2025-04-01"",""-3.8385""]],[[""2025-04-27"",""63.1200""],[""2025-04-28"",""63.4600""]]]","[""MM原油基本面指數(L)"", ""NYMEX-WTI西德州原油期貨(R)""]"
"183","美國-原油淨需求量(年增率)","原油淨需求量年增率 =（原油需求量 - 原油供給量）取年增率並計算四週移動平均。零軸以上淨需求動能增加，零軸以下則減少。

美國二疊紀產區供給不斷增加，使得淨需求受到壓抑，長期來看，美國供給仍將持續增加，淡旺季將影響淨需求動能波動更為顯著。","oil-net-demand-yoy","[[[""2024-12-27"",""-8.8300""],[""2025-01-03"",""-4.9700""]],[[""2025-01-09"",""73.9200""],[""2025-01-10"",""76.5700""]]]","[""美國-原油淨需求(4週移動平均,年增率,L)"", ""NYMEX-WTI西德州原油期貨(R)""]"
"184","美國-原油庫存(年增率)","原油庫存約每 3 ～ 4 年循環一次，庫存上升意味著基本面轉差，其年增率和原油價格呈明顯的反向關係。

藍線為 EIA ⟪每週石油報告⟫（WPSR）每週公佈之美國商業原油庫存（不含戰略儲備）年增率，黃線則是 EIA ⟪短期能源展望⟫（STEO） 每月預估之美國商業原油庫存（不含戰略儲備）年增率。","us-oil-inventory-yoy","[[[""2025-04-11"",""-3.7200""],[""2025-04-18"",""-2.3200""]],[[""2026-11-01"",-1.4106369944913721],[""2026-12-01"",-1.6479024272246814]],[[""2025-04-13"",""64.6800""],[""2025-04-20"",""62.8900""]]]","[""美國-原油庫存(年增率,L)"", ""美國-原油庫存(年增率,月數據,EIA預估,L)"", ""NYMEX-WTI西德州原油期貨(R)""]"
"185","美國-美元指數vs.油價","由於西德州原油期貨（WTI）以美元計價，因此美元指數與油價多數時間呈現反向。但也存在例外情況，自 2008 年起頁岩油技術革新，持續增強美國的能源供給能力，而 2022 年俄烏戰爭使得西方國家對於俄羅斯進行經濟制裁，推升對美國原油需求，美國順勢成為原油淨出口國。因此當石油價格上漲，美元需求與美元指數出現同步上升，兩者轉為同向變動。","oil-usd","[[[""2025-03-06"",""104.2000""],[""2025-03-07"",""104.1800""]],[[""2025-03-06"",""66.3200""],[""2025-03-07"",""66.4200""]]]","[""美元指數(L)"", ""NYMEX-WTI西德州原油期貨(R)""]"
"188","瑞士法郎",,"fx-usd-chf","[[[""2025-04-10"",""0.8233""],[""2025-04-11"",""0.8151""]]]","[""US 美元/瑞士法郎""]"
"189","瑞典克郎",,"fx-usd-sek","[[[""2025-02-25"",""10.5946""],[""2025-02-26"",""10.5909""]]]","[""US 美元/瑞典克郎""]"
"190","俄羅斯-盧布",,"tw-usd-rub","[[[""2025-04-17"",""82.1705""],[""2025-04-18"",""82.1000""]]]","[""美元/盧布""]"
"191","匈牙利福林",,"fx-usd-huf","[[[""2024-09-24"",""352.4900""],[""2024-09-25"",""354.6300""]]]","[""US 美元/匈牙利""]"
"192","土耳其-土耳其里拉","美元/土耳其幣上行代表土耳其幣貶值（圖中走勢向上），反之則升值（圖中走勢向下）。

土耳其在總統艾爾多安的威權統治下，採取非正統貨幣政策，在面對高通膨時逆勢降息，導致里拉大貶。","fx-usd-try","[[[""2025-03-27"",""38.0122""],[""2025-03-28"",""37.9874""]]]","[""美元/土耳其里拉""]"
"193","南非-蘭特","美元/南非蘭特上行代表蘭特貶值（圖中走勢向上），反之則升值（圖中走勢向下）。","fx-usd-zar","[[[""2025-02-27"",""18.4222""],[""2025-02-28"",""18.6569""]]]","[""美元/南非蘭特""]"
"194","美元/新加坡幣","新加坡出口約佔其 GDP 約 170%，出口年增率走勢與新加坡幣正向。

出口增加，推升貿易餘額，使新加坡幣升值（線圖走勢向下）。

新加坡幣受到 1997 年亞洲金融危機影響而大貶，2002 年起至今在央行政策下維持長期升值走勢。此波強勢美元循環中，新幣貶值幅度相對其他東南亞貨幣小。","fx-usd-sgd","[[[""2024-07-01"",""4.3700""],[""2024-10-01"",""3.2300""]],[[""2025-04-27"",""1.3155""],[""2025-04-28"",""1.3143""]]]","[""新加坡-出口(年增率,L）"", ""美元/新加坡幣(R)""]"
"195","菲律賓披索",,"fx-usd-php","[[[""2024-09-26"",""55.9550""],[""2024-09-27"",""55.9800""]]]","[""美元/菲律賓披索""]"
"196","印尼盾",,"fx-usd-idr","[[[""2025-03-23"",""16498.4004""],[""2025-03-24"",""16573.0000""]]]","[""美元/印尼盾""]"
"197","印度盧比",,"fx-usd-inr","[[[""2025-04-10"",""86.1900""],[""2025-04-11"",""86.1500""]]]","[""美元/印度盧比""]"
"199","澳幣",,"fx-aud-usd","[[[""2025-04-27"",""0.6383""],[""2025-04-28"",""0.6382""]]]","[""澳幣/美元""]"
"201","紐幣",,"fx-nzd-usd","[[[""2024-12-25"",""0.5644""],[""2024-12-26"",""0.5653""]]]","[""US 紐幣/美元""]"
"202","巴西-里耳",,"fx-usd-brl","[[[""2025-03-27"",""5.7452""],[""2025-03-28"",""5.7650""]]]","[""US 美元/巴西里耳""]"
"203","阿根廷-披索",,"fx-usd-ars","[[[""2025-01-08"",""1035.5000""],[""2025-01-09"",""1035.8053""]]]","[""美元/阿根廷披索""]"
"204","智利",,"fx-usd-clp","[[[""2024-09-23"",""921.4000""],[""2024-09-24"",""910.4100""]]]","[""US 美元/智利""]"
"205","哥倫比亞披索",,"fx-usd-cop","[[[""2024-10-28"",""4360.4502""],[""2024-10-29"",""4391.8701""]]]","[""US 美元/哥倫比亞披索""]"
"206","成屋簽約待過戶銷售指數",,"us-pending-home-sales","[[[""2024-07-01"",""70.2000""],[""2024-08-01"",""70.6000""]],[[""2024-07-01"",-8.47457627118644],[""2024-08-01"",-3.0219780219780263]]]","["" 美國-成屋簽約待過戶銷售指數(左)"", ""美國-成屋簽約待過戶銷售指數(年增率)""]"
"207","台灣-海關出口值","海關出口值為財政部公佈並以台幣計價的出口值。

註：本圖表年增資料與國發會的資料有落差，主因為國發會將原始值再進行季節調整、去趨勢以及平滑化處理而合成，但僅原始值有公開。


","tw-exports-twd","[[[""2025-01-01"",""1273.0990""],[""2025-02-01"",""1353.7020""]],[[""2025-01-01"",10.317860571840537],[""2025-02-01"",37.34856878477591]]]","[""台灣-海關出口值(L)"", ""台灣-海關出口值(年增率,R)""]"
"208","中國-港口鐵礦砂庫存","中國為鐵礦砂最主要的進口國，進口達鐵礦砂國際貿易約 65% 份額，因此中國鐵礦砂港口庫存狀況可視為生產剩餘的重要指標。

當鐵礦砂供給過剩或需求減緩，鐵礦砂庫存會增加，反之則會減少。

鐵礦砂供給端可從巴西與澳洲的供給狀況觀察；需求端則可以從中國鋼鐵業、建築業、基建業的榮枯作為觀察指標。

註：每週五公佈當週數字","cn-china-iron-ore-inventory","[[[""2025-03-20"",""144650.0000""],[""2025-03-27"",""145230.0000""]],[[""2025-04-02"",""747.5000""],[""2025-04-03"",""743.5000""]]]","[""中國-港口鐵礦砂庫存(L)"", ""中國-鐵礦砂現貨價格(R)""]"
"212","中國-鐵礦砂庫存(年增率)","當鐵礦砂供給過剩或需求減緩，鐵礦砂庫存就會增加，反之則會減少。

庫存增加對鐵礦砂價格有下行壓力；庫存減少則對鐵礦砂價格有向上支撐動能。

註：每週五公佈當週數字","cn-china-iron-ore-inventory-yoy","[[[""2024-11-28"",""33.0700""],[""2024-12-05"",""30.7900""]],[[""2024-12-09"",""808.5000""],[""2024-12-10"",""821.0000""]]]","[""中國-港口鐵礦砂庫存(年增率,L)"", ""中國-鐵礦砂現貨價格(R)""]"
"213","中國-房地產開發","全世界有超過 30%的鐵礦砂是用於中國的房地產建設，房地產的成長或衰退將顯著的影響到鐵礦砂的需求。

註：月中公布上月數字","cn-investment-of-real-estate","[[[""2024-07-01"",""-10.2000""],[""2024-08-01"",""-10.2000""]],[[""2024-07-01"",""-23.2000""],[""2024-08-01"",""-22.5000""]],[[""2024-09-27"",""750.0000""],[""2024-09-30"",""821.5000""]]]","[""中國-房地產開發投資額（累計年增率）"", ""中國-房屋新開工面積（累計年增率）"", ""中國-鐵礦砂價格""]"
"214","全球-鐵礦砂公司股價指數","全球鐵礦砂公司股價指數為四大國際鐵礦砂公司（VALE 、 RIO 、 BHP 、 FMG）股價報酬率簡單平均後，以 2006 年初為基期 100 計算而成。

由於中國為全球最大鐵礦砂消費國，其需求和政策方向容易影響鐵礦砂的價格走勢，因此影響著全球鐵礦砂公司的營收和股價漲跌。","iron-ore-company","[[[""2025-04-01"",""869.8264""],[""2025-04-02"",""865.4676""]],[[""2025-04-01"",""792.0000""],[""2025-04-02"",""747.5000""]]]","[""全球-鐵礦砂公司股價指數(L)"", ""中國-鐵礦砂現貨價格(R)""]"
